age,usage_gb,complaints,tenure_months,plan_type,churn
45.0,13.4,4,30,Prepaid,0
53.0,4.4,0,31,Prepaid,0
66.0,6.8,5,31,Prepaid,0
28.0,7.1,5,24,Prepaid,1
67.0,10.9,3,13,Prepaid,0
45.0,23.9,3,11,Prepaid,1
24.0,6.4,1,2,Prepaid,0
66.0,6.1,2,4,Postpaid,1
36.0,5.2,0,48,Postpaid,0
50.0,15.8,2,5,Postpaid,0
54.0,11.8,3,51,Prepaid,0
18.0,6.6,2,53,Prepaid,0
29.0,9.8,4,15,Prepaid,1
53.0,7.3,5,27,Postpaid,0
34.0,13.8,3,22,Prepaid,0
18.0,28.1,2,24,Postpaid,0
19.0,15.3,1,22,Prepaid,0
60.0,11.4,3,21,Postpaid,0
25.0,8.0,4,41,Prepaid,1
23.0,3.9,0,25,Prepaid,0
47.0,16.4,2,12,Prepaid,0
24.0,16.1,2,23,Postpaid,0
51.0,9.2,1,58,Postpaid,0
46.0,19.3,1,59,Postpaid,0
51.0,12.1,5,4,Postpaid,0
43.0,16.6,2,34,Prepaid,0
58.0,13.8,3,58,Prepaid,0
51.0,10.9,0,12,Postpaid,0
39.0,6.3,1,5,Prepaid,0
18.0,11.1,1,13,Prepaid,0
32.0,17.1,1,19,Prepaid,0
24.0,9.0,5,56,Prepaid,1
18.0,14.6,3,15,Prepaid,0
32.0,5.5,5,20,Postpaid,0
28.0,16.7,2,16,Postpaid,1
21.0,13.9,4,24,Prepaid,0
34.0,4.8,0,59,Prepaid,0
44.0,10.7,4,5,Postpaid,0
27.0,17.6,3,28,Postpaid,0
32.0,4.4,0,37,Postpaid,0
19.0,5.6,4,8,Prepaid,0
20.0,11.6,2,3,Postpaid,0
26.0,24.8,0,58,Postpaid,0
41.0,8.0,5,16,Prepaid,1
52.0,15.0,3,15,Postpaid,0
58.0,13.6,3,21,Prepaid,1
50.0,8.5,3,5,Postpaid,0
50.0,13.0,0,9,Postpaid,0
66.0,9.3,1,2,Prepaid,0
31.0,9.9,4,32,Prepaid,0
59.0,2.0,2,28,Prepaid,0
66.0,11.9,5,17,Postpaid,1
47.0,17.4,1,55,Postpaid,0
61.0,12.3,2,19,Prepaid,0
25.0,18.5,2,2,Postpaid,0
63.0,15.5,0,6,Prepaid,0
47.0,11.6,4,43,Prepaid,0
29.0,8.2,0,32,Prepaid,0
21.0,9.1,2,16,Postpaid,0
55.0,3.2,5,15,Postpaid,1
40.0,10.4,5,13,Postpaid,0
34.0,12.9,1,25,Postpaid,0
38.0,22.3,2,42,Prepaid,0
69.0,15.2,3,38,Prepaid,0
40.0,6.8,4,45,Postpaid,0
22.0,3.4,1,3,Prepaid,0
32.0,10.8,3,33,Prepaid,0
25.0,16.9,5,46,Prepaid,0
53.0,10.7,4,12,Prepaid,0
59.0,15.3,4,35,Prepaid,0
61.0,10.9,5,1,Prepaid,0
50.0,16.3,5,54,Postpaid,0
57.0,2.4,3,44,Prepaid,0
39.0,21.6,5,37,Postpaid,0
50.0,5.3,2,36,Prepaid,0
23.0,16.8,4,40,Postpaid,0
45.0,10.4,5,25,Prepaid,0
46.0,11.3,0,58,Prepaid,0
19.0,10.6,5,13,Prepaid,0
46.0,13.5,4,48,Prepaid,0
55.0,14.7,5,45,Postpaid,0
37.0,18.4,4,50,Prepaid,0
46.0,20.4,0,5,Prepaid,0
32.0,14.0,1,27,Postpaid,0
32.0,22.3,0,38,Postpaid,0
24.0,12.6,3,37,Prepaid,1
35.0,18.5,2,41,Prepaid,0
59.0,14.6,2,38,Prepaid,0
66.0,8.7,4,14,Prepaid,0
51.0,13.1,4,49,Postpaid,0
50.0,15.0,0,29,Prepaid,0
49.0,11.8,5,58,Postpaid,0
42.0,14.5,2,31,Prepaid,0
39.0,17.2,4,32,Prepaid,0
50.0,11.9,3,35,Postpaid,1
58.0,0.0,2,52,Postpaid,0
39.0,22.1,1,54,Postpaid,0
47.0,10.2,1,35,Prepaid,0
42.0,7.1,4,33,Postpaid,0
32.0,5.3,1,4,Prepaid,0
33.0,10.0,1,4,Postpaid,0
22.0,8.6,0,44,Postpaid,0
40.0,7.6,5,21,Prepaid,0
55.0,7.9,2,26,Postpaid,0
53.0,15.2,2,38,Postpaid,0
69.0,24.2,2,14,Postpaid,0
20.0,16.9,3,20,Postpaid,0
57.0,18.7,2,3,Postpaid,0
59.0,9.7,3,46,Prepaid,0
40.0,12.6,1,31,Prepaid,0
32.0,14.6,1,12,Prepaid,1
36.0,8.0,5,36,Prepaid,0
53.0,9.4,2,9,Postpaid,0
62.0,17.1,5,47,Postpaid,0
51.0,18.5,5,14,Prepaid,0
44.0,12.4,4,16,Postpaid,0
51.0,4.8,3,52,Postpaid,0
21.0,10.2,5,44,Postpaid,0
49.0,3.4,0,41,Prepaid,0
20.0,12.5,2,36,Prepaid,0
67.0,13.5,4,31,Postpaid,1
64.0,10.4,0,12,Postpaid,0
44.0,13.5,1,18,Postpaid,0
37.0,14.5,0,57,Postpaid,0
56.0,13.5,2,55,Prepaid,0
51.0,4.8,3,43,Prepaid,0
54.0,10.5,2,53,Postpaid,1
44.0,14.5,0,48,Prepaid,0
30.0,21.5,2,24,Postpaid,0
21.0,10.4,5,43,Postpaid,0
32.0,15.3,0,45,Postpaid,0
45.0,17.3,4,9,Postpaid,0
40.0,10.8,1,54,Prepaid,0
44.0,18.9,0,30,Prepaid,0
32.0,19.2,0,19,Postpaid,0
66.0,20.3,0,28,Postpaid,0
37.0,14.8,2,20,Postpaid,0
62.0,26.2,2,20,Prepaid,0
38.0,8.3,3,33,Postpaid,0
41.0,24.7,0,59,Prepaid,0
49.0,16.6,3,25,Prepaid,0
31.0,20.0,4,13,Postpaid,0
29.0,10.1,0,45,Prepaid,0
37.0,17.1,4,18,Prepaid,0
59.0,20.6,0,32,Prepaid,0
25.0,5.5,2,15,Postpaid,0
40.0,11.0,3,13,Prepaid,0
52.0,0.0,5,15,Prepaid,1
54.0,10.9,3,22,Prepaid,0
40.0,7.1,2,57,Postpaid,0
22.0,10.7,5,40,Prepaid,0
18.0,29.5,1,42,Postpaid,0
42.0,22.3,1,4,Postpaid,1
60.0,3.4,2,1,Prepaid,0
19.0,15.3,0,21,Prepaid,0
64.0,16.8,0,53,Prepaid,0
53.0,10.0,2,1,Prepaid,0
18.0,13.1,0,46,Prepaid,0
35.0,13.7,3,49,Postpaid,1
29.0,3.9,3,17,Prepaid,0
67.0,5.8,2,7,Prepaid,0
46.0,13.0,2,10,Prepaid,0
34.0,12.6,0,5,Prepaid,0
32.0,7.7,2,50,Prepaid,0
47.0,7.2,0,47,Prepaid,0
18.0,11.5,2,40,Postpaid,0
31.0,17.3,4,6,Prepaid,0
26.0,11.5,5,57,Prepaid,0
50.0,21.7,1,41,Postpaid,0
52.0,7.8,1,49,Prepaid,0
42.0,13.2,4,23,Postpaid,0
25.0,9.9,5,12,Prepaid,0
37.0,15.5,1,49,Prepaid,0
61.0,7.3,5,4,Prepaid,0
28.0,23.6,1,11,Postpaid,0
26.0,1.9,3,10,Postpaid,0
23.0,22.3,1,5,Prepaid,0
60.0,12.5,1,33,Prepaid,0
24.0,15.3,5,14,Prepaid,0
48.0,20.0,2,58,Prepaid,0
69.0,17.1,0,55,Prepaid,0
51.0,7.6,4,10,Postpaid,0
39.0,15.6,0,49,Prepaid,0
28.0,23.2,0,3,Prepaid,0
18.0,6.7,5,17,Postpaid,0
26.0,24.7,2,39,Prepaid,0
67.0,14.3,0,13,Postpaid,0
25.0,9.4,5,5,Prepaid,1
19.0,6.6,1,10,Postpaid,1
60.0,10.7,3,39,Prepaid,0
39.0,0.3,1,14,Prepaid,0
36.0,9.5,3,15,Prepaid,0
55.0,10.4,4,13,Postpaid,0
45.0,5.6,4,53,Prepaid,0
65.0,16.5,2,53,Prepaid,0
42.0,10.7,3,48,Prepaid,0
55.0,8.2,5,2,Prepaid,0
63.0,10.0,5,15,Postpaid,0
42.0,14.1,4,52,Postpaid,0
32.0,12.4,2,33,Postpaid,0
68.0,7.8,3,3,Prepaid,0
29.0,12.8,5,15,Postpaid,0
20.0,11.7,1,49,Prepaid,0
48.0,5.2,4,52,Prepaid,0
69.0,10.3,4,26,Prepaid,0
22.0,15.5,2,9,Postpaid,0
62.0,15.4,5,5,Postpaid,1
61.0,10.6,2,14,Prepaid,0
66.0,16.1,5,48,Postpaid,0
39.0,6.1,3,49,Postpaid,0
31.0,6.3,0,16,Postpaid,1
44.0,10.5,4,58,Postpaid,1
25.0,21.0,4,52,Prepaid,0
61.0,13.0,1,59,Prepaid,0
52.0,10.3,4,45,Postpaid,0
43.0,21.3,3,34,Postpaid,0
44.0,10.3,5,58,Prepaid,0
55.0,25.4,1,41,Postpaid,0
45.0,8.9,1,50,Postpaid,0
61.0,5.9,0,24,Prepaid,0
66.0,11.0,4,15,Prepaid,0
67.0,10.5,5,34,Prepaid,0
50.0,7.2,4,25,Prepaid,0
56.0,27.6,2,21,Prepaid,0
34.0,13.9,5,42,Prepaid,0
19.0,14.8,1,37,Postpaid,0
38.0,9.2,4,19,Prepaid,0
63.0,8.5,3,15,Postpaid,1
24.0,18.2,5,33,Prepaid,0
46.0,1.9,5,20,Postpaid,0
28.0,5.1,2,15,Prepaid,0
40.0,10.5,0,14,Postpaid,0
25.0,20.1,0,40,Prepaid,0
56.0,9.8,4,25,Prepaid,0
60.0,14.5,2,21,Prepaid,0
57.0,12.2,0,7,Prepaid,0
54.0,19.8,4,4,Postpaid,0
30.0,2.5,3,41,Prepaid,0
45.0,16.4,0,58,Postpaid,0
23.0,10.8,4,20,Prepaid,0
37.0,17.5,3,50,Prepaid,0
44.0,7.1,5,36,Postpaid,0
52.0,12.1,5,18,Prepaid,0
23.0,11.4,5,34,Postpaid,0
60.0,6.0,5,8,Prepaid,1
41.0,4.3,4,20,Prepaid,0
63.0,8.5,4,44,Postpaid,1
45.0,12.8,3,51,Prepaid,0
46.0,7.5,4,14,Postpaid,0
54.0,10.0,5,54,Prepaid,0
60.0,0.7,0,36,Postpaid,1
26.0,9.8,0,14,Prepaid,0
44.0,18.1,2,46,Prepaid,0
19.0,16.2,1,52,Prepaid,0
42.0,11.5,3,17,Postpaid,0
60.0,13.5,1,7,Postpaid,0
63.0,7.0,4,17,Postpaid,0
32.0,21.7,5,45,Postpaid,0
38.0,24.4,1,4,Postpaid,1
46.0,13.0,4,18,Postpaid,0
38.0,27.5,0,19,Prepaid,0
27.0,7.9,4,1,Prepaid,0
33.0,4.5,4,36,Postpaid,0
39.0,7.7,4,48,Prepaid,0
44.0,10.7,2,10,Postpaid,1
65.0,25.9,0,53,Prepaid,0
46.0,10.3,5,57,Prepaid,0
38.0,6.8,0,52,Postpaid,0
52.0,6.6,2,43,Prepaid,0
58.0,18.8,1,27,Postpaid,0
40.0,18.0,5,13,Postpaid,0
43.0,9.1,3,54,Postpaid,0
29.0,0.7,3,32,Postpaid,0
62.0,5.2,1,27,Prepaid,0
63.0,22.3,4,24,Prepaid,0
27.0,16.1,1,13,Postpaid,0
35.0,12.4,4,23,Prepaid,0
32.0,23.2,5,48,Prepaid,0
65.0,23.7,1,34,Prepaid,0
21.0,11.8,4,24,Postpaid,0
28.0,11.9,1,7,Postpaid,0
34.0,8.5,5,25,Prepaid,1
47.0,10.3,5,13,Prepaid,0
30.0,3.1,1,24,Postpaid,1
45.0,3.1,1,9,Prepaid,0
56.0,1.7,0,56,Prepaid,0
61.0,18.5,4,11,Prepaid,0
23.0,2.6,5,8,Postpaid,1
25.0,23.7,0,39,Prepaid,0
22.0,7.6,4,21,Prepaid,1
65.0,22.4,4,59,Prepaid,0
51.0,9.8,2,24,Prepaid,0
45.0,2.6,1,39,Postpaid,0
59.0,19.7,3,50,Postpaid,0
48.0,20.4,3,59,Postpaid,0
30.0,6.6,4,48,Prepaid,1
44.0,10.0,3,35,Prepaid,0
54.0,6.6,0,49,Prepaid,0
19.0,11.3,1,17,Prepaid,0
49.0,12.6,2,52,Postpaid,0
43.0,9.9,2,52,Prepaid,0
21.0,1.1,2,23,Postpaid,1
31.0,8.5,5,4,Prepaid,0
41.0,16.2,1,41,Prepaid,0
35.0,10.7,4,7,Prepaid,0
33.0,10.0,2,2,Prepaid,0
51.0,6.4,5,56,Prepaid,0
39.0,8.3,5,34,Prepaid,0
43.0,20.5,4,39,Postpaid,0
59.0,5.2,4,52,Prepaid,0
22.0,16.3,3,55,Prepaid,0
36.0,12.3,3,57,Prepaid,0
21.0,13.5,3,8,Prepaid,0
66.0,7.6,0,20,Postpaid,0
27.0,9.9,5,46,Prepaid,0
60.0,12.0,5,2,Postpaid,0
27.0,8.9,3,14,Postpaid,0
34.0,14.0,5,31,Prepaid,0
49.0,14.7,2,21,Prepaid,0
61.0,25.0,0,11,Prepaid,0
27.0,13.7,5,54,Prepaid,0
29.0,0.5,3,27,Prepaid,0
63.0,19.0,5,25,Prepaid,0
34.0,10.8,1,39,Postpaid,0
28.0,24.1,2,40,Prepaid,0
56.0,20.8,4,30,Postpaid,1
22.0,9.0,0,53,Postpaid,0
63.0,16.3,5,18,Prepaid,0
63.0,8.4,3,52,Prepaid,1
62.0,12.0,1,52,Prepaid,0
33.0,16.1,4,1,Prepaid,0
23.0,18.7,5,45,Prepaid,0
40.0,17.4,2,10,Prepaid,0
35.0,12.4,3,29,Postpaid,1
67.0,26.9,4,55,Prepaid,0
50.0,9.8,0,12,Postpaid,0
67.0,2.4,3,34,Prepaid,1
57.0,3.5,3,46,Prepaid,0
55.0,20.8,1,29,Prepaid,0
23.0,11.5,1,5,Prepaid,0
21.0,13.0,3,4,Prepaid,0
20.0,8.7,4,31,Prepaid,1
48.0,9.3,2,2,Prepaid,0
28.0,7.3,0,1,Prepaid,0
69.0,14.8,4,57,Prepaid,0
24.0,11.4,1,32,Prepaid,0
67.0,14.6,0,28,Prepaid,0
52.0,14.0,1,6,Prepaid,0
23.0,9.4,4,47,Prepaid,0
21.0,3.2,4,31,Prepaid,0
38.0,2.7,1,13,Prepaid,0
35.0,30.2,3,45,Postpaid,0
34.0,20.9,5,14,Postpaid,0
45.0,20.0,4,30,Prepaid,1
24.0,8.0,4,34,Prepaid,0
24.0,12.1,0,17,Postpaid,1
54.0,7.1,1,52,Prepaid,0
69.0,4.1,0,42,Prepaid,0
32.0,8.5,5,18,Postpaid,1
66.0,20.0,2,10,Prepaid,0
35.0,17.0,2,20,Prepaid,0
35.0,6.2,3,28,Prepaid,0
22.0,10.1,3,33,Prepaid,0
40.0,16.5,0,24,Prepaid,1
43.0,8.6,5,3,Prepaid,1
52.0,12.5,2,40,Postpaid,0
26.0,14.4,5,23,Prepaid,1
27.0,14.3,4,20,Prepaid,0
40.0,13.5,4,33,Prepaid,1
21.0,8.1,4,50,Postpaid,0
25.0,8.7,5,1,Prepaid,0
50.0,5.2,1,57,Prepaid,0
67.0,2.6,1,38,Prepaid,0
47.0,11.3,4,33,Prepaid,0
25.0,16.9,1,4,Prepaid,0
69.0,3.7,4,42,Prepaid,0
45.0,13.6,0,43,Postpaid,0
55.0,16.7,5,34,Postpaid,0
28.0,1.0,2,48,Prepaid,0
48.0,10.4,0,50,Postpaid,0
21.0,21.9,3,50,Prepaid,0
50.0,15.3,1,20,Prepaid,0
28.0,0.8,1,40,Prepaid,0
65.0,16.0,2,4,Prepaid,1
20.0,7.5,3,34,Prepaid,1
51.0,16.1,0,9,Postpaid,0
25.0,7.9,0,19,Prepaid,0
53.0,11.7,2,40,Prepaid,0
43.0,8.8,2,26,Prepaid,0
68.0,12.0,3,51,Prepaid,0
51.0,8.6,4,6,Postpaid,1
37.0,10.7,3,58,Prepaid,0
22.0,4.9,0,42,Prepaid,0
48.0,14.9,5,26,Postpaid,0
40.0,13.1,4,2,Postpaid,0
20.0,2.3,0,3,Prepaid,0
48.0,18.0,4,25,Prepaid,0
28.0,10.9,5,34,Postpaid,0
30.0,13.0,3,30,Prepaid,0
18.0,16.6,4,18,Prepaid,0
37.0,14.0,5,39,Postpaid,0
29.0,19.0,5,37,Postpaid,0
21.0,10.2,5,21,Postpaid,0
40.0,18.2,1,20,Postpaid,0
29.0,12.7,0,27,Prepaid,0
24.0,15.0,3,44,Postpaid,0
42.0,14.4,4,35,Postpaid,0
21.0,19.4,3,8,Prepaid,0
69.0,16.3,1,55,Postpaid,0
42.0,9.3,5,12,Postpaid,1
69.0,8.2,2,40,Postpaid,1
63.0,11.7,4,1,Prepaid,1
68.0,7.4,3,16,Prepaid,0
46.0,5.7,5,34,Postpaid,0
40.0,0.0,4,50,Postpaid,0
55.0,2.7,3,34,Prepaid,0
22.0,23.9,5,4,Prepaid,0
61.0,8.1,0,57,Postpaid,0
34.0,23.4,4,17,Prepaid,0
18.0,14.4,3,22,Prepaid,0
30.0,11.7,4,7,Postpaid,0
30.0,3.0,1,42,Prepaid,0
18.0,12.0,3,27,Postpaid,0
52.0,23.4,1,13,Prepaid,0
22.0,21.3,0,38,Prepaid,0
62.0,13.6,3,12,Prepaid,0
41.0,5.1,0,32,Prepaid,0
55.0,6.3,0,40,Postpaid,0
35.0,6.9,3,48,Prepaid,0
24.0,19.7,5,41,Postpaid,1
27.0,21.8,4,34,Prepaid,0
51.0,13.2,0,3,Postpaid,0
55.0,10.2,0,14,Prepaid,0
31.0,21.3,2,35,Prepaid,0
36.0,6.1,2,32,Prepaid,0
67.0,12.3,0,32,Prepaid,0
62.0,14.8,1,44,Prepaid,0
39.0,6.8,0,54,Postpaid,0
30.0,8.2,3,30,Postpaid,0
33.0,7.7,3,8,Prepaid,0
45.0,20.5,2,27,Prepaid,0
47.0,23.5,3,15,Prepaid,0
27.0,12.7,1,32,Postpaid,0
21.0,10.4,5,35,Postpaid,0
43.0,8.4,0,33,Prepaid,0
59.0,12.0,3,35,Prepaid,1
25.0,8.7,1,19,Prepaid,0
39.0,11.4,2,11,Prepaid,0
26.0,14.5,3,51,Prepaid,0
30.0,9.6,3,24,Prepaid,0
49.0,10.9,5,13,Postpaid,0
32.0,10.9,3,59,Prepaid,0
31.0,10.1,1,2,Postpaid,1
69.0,9.4,3,21,Postpaid,0
26.0,16.6,3,44,Prepaid,0
27.0,1.4,5,25,Prepaid,0
66.0,21.4,3,50,Prepaid,0
46.0,12.8,5,22,Postpaid,0
20.0,15.7,3,38,Prepaid,0
40.0,16.4,3,26,Postpaid,0
47.0,7.8,1,28,Postpaid,0
31.0,6.5,1,30,Prepaid,0
46.0,5.8,0,58,Prepaid,0
51.0,10.5,3,45,Prepaid,0
31.0,16.2,5,22,Prepaid,0
60.0,8.5,0,25,Prepaid,0
41.0,15.6,5,24,Postpaid,0
68.0,0.0,5,44,Prepaid,0
22.0,9.7,2,35,Prepaid,0
34.0,19.0,1,32,Postpaid,0
55.0,11.0,3,26,Postpaid,1
64.0,7.0,5,24,Prepaid,1
29.0,8.1,0,33,Prepaid,0
68.0,0.0,2,50,Postpaid,0
28.0,5.9,0,58,Prepaid,0
39.0,18.3,3,4,Prepaid,0
34.0,8.5,0,15,Postpaid,0
40.0,9.2,1,41,Postpaid,0
64.0,0.0,4,9,Prepaid,1
56.0,2.2,4,37,Prepaid,1
59.0,19.1,1,25,Postpaid,0
31.0,15.7,3,12,Prepaid,0
67.0,4.2,1,30,Postpaid,1
40.0,8.2,3,31,Prepaid,0
51.0,11.8,0,43,Postpaid,0
54.0,4.8,4,49,Postpaid,0
52.0,0.0,0,57,Prepaid,0
49.0,11.0,3,26,Postpaid,1
42.0,15.4,2,41,Prepaid,0
51.0,15.6,1,47,Postpaid,0
65.0,17.3,3,59,Postpaid,0
38.0,2.7,0,39,Postpaid,0
44.0,12.3,3,15,Prepaid,0
27.0,10.4,3,21,Postpaid,0
36.0,11.5,2,13,Postpaid,0
58.0,10.7,2,12,Prepaid,0
51.0,8.0,2,19,Postpaid,0
28.0,0.0,5,30,Prepaid,0
46.0,19.0,4,47,Postpaid,0
60.0,14.0,0,18,Postpaid,0
24.0,3.1,1,12,Prepaid,1
21.0,14.8,0,8,Prepaid,0
38.0,9.3,1,12,Postpaid,1
52.0,9.5,4,26,Prepaid,0
34.0,7.4,5,25,Prepaid,0
60.0,15.2,2,24,Prepaid,1
62.0,7.2,4,19,Prepaid,0
45.0,5.4,2,27,Prepaid,0
37.0,18.8,2,39,Prepaid,0
20.0,10.9,4,3,Postpaid,0
60.0,11.1,1,53,Postpaid,0
64.0,16.2,1,19,Postpaid,0
41.0,8.0,0,9,Prepaid,0
44.0,9.2,1,11,Postpaid,0
57.0,13.8,0,33,Prepaid,0
54.0,2.8,4,31,Postpaid,1
25.0,13.3,5,6,Postpaid,0
52.0,7.5,2,30,Prepaid,0
66.0,17.1,3,14,Postpaid,0
57.0,15.3,1,54,Postpaid,0
42.0,14.5,0,19,Prepaid,0
45.0,2.4,3,59,Postpaid,0
31.0,11.4,0,35,Postpaid,0
52.0,4.9,5,57,Prepaid,1
30.0,11.8,1,33,Prepaid,0
35.0,0.0,4,8,Postpaid,0
31.0,2.8,1,38,Postpaid,0
35.0,19.1,0,29,Prepaid,0
37.0,14.2,3,49,Prepaid,0
22.0,9.9,1,24,Prepaid,0
55.0,6.5,2,12,Prepaid,0
40.0,5.5,1,7,Prepaid,0
67.0,13.2,5,44,Prepaid,0
27.0,9.9,3,14,Postpaid,0
52.0,21.3,4,40,Prepaid,0
27.0,10.9,3,8,Postpaid,0
46.0,12.4,5,5,Postpaid,1
43.0,3.7,2,42,Postpaid,0
41.0,9.8,5,21,Postpaid,1
52.0,13.1,5,34,Postpaid,0
61.0,9.8,5,2,Prepaid,1
34.0,9.1,4,12,Prepaid,0
62.0,14.0,5,6,Prepaid,0
27.0,21.1,4,17,Prepaid,0
33.0,12.9,1,17,Prepaid,0
34.0,18.9,0,23,Prepaid,0
67.0,15.7,1,15,Prepaid,0
24.0,18.5,3,27,Prepaid,0
38.0,8.3,0,54,Prepaid,0
40.0,10.8,1,6,Postpaid,1
59.0,10.8,3,53,Prepaid,1
43.0,15.3,1,25,Prepaid,0
68.0,16.8,4,35,Prepaid,0
56.0,12.8,5,40,Prepaid,0
54.0,17.3,0,44,Postpaid,0
57.0,8.6,3,56,Prepaid,0
26.0,17.3,4,59,Prepaid,0
41.0,18.1,0,6,Postpaid,0
48.0,16.1,4,25,Prepaid,0
28.0,12.8,3,32,Prepaid,0
24.0,16.3,3,31,Prepaid,0
25.0,6.6,0,59,Prepaid,0
59.0,13.2,2,39,Prepaid,0
52.0,13.8,2,24,Postpaid,0
32.0,4.0,0,55,Prepaid,0
56.0,14.8,4,44,Prepaid,0
54.0,4.5,3,48,Prepaid,0
60.0,9.4,5,38,Prepaid,0
65.0,12.2,0,4,Prepaid,0
63.0,7.6,4,58,Postpaid,0
27.0,12.5,3,43,Postpaid,0
58.0,12.4,3,9,Postpaid,1
38.0,7.1,1,15,Prepaid,0
38.0,15.4,4,21,Prepaid,1
51.0,7.4,1,16,Prepaid,0
49.0,25.7,4,37,Prepaid,0
39.0,11.3,2,33,Prepaid,1
69.0,5.0,2,13,Prepaid,0
27.0,6.1,3,42,Postpaid,0
23.0,18.9,0,17,Postpaid,0
19.0,9.5,2,10,Prepaid,0
60.0,3.8,1,57,Prepaid,0
39.0,17.1,5,19,Prepaid,1
40.0,9.5,2,14,Postpaid,0
51.0,15.9,0,43,Prepaid,0
40.0,17.6,0,46,Postpaid,0
47.0,13.6,5,9,Prepaid,0
21.0,26.4,0,4,Postpaid,0
26.0,1.7,0,51,Postpaid,0
66.0,7.1,1,30,Prepaid,0
41.0,10.5,1,27,Postpaid,0
26.0,25.6,0,25,Postpaid,0
37.0,22.8,5,35,Prepaid,0
35.0,19.7,0,40,Prepaid,0
32.0,7.2,4,5,Prepaid,0
33.0,7.9,5,16,Prepaid,0
55.0,7.0,3,57,Postpaid,0
23.0,7.3,0,10,Prepaid,0
34.0,21.0,4,54,Postpaid,0
42.0,10.5,1,24,Postpaid,0
46.0,11.3,2,12,Prepaid,1
63.0,16.6,1,36,Prepaid,0
66.0,2.0,4,40,Postpaid,0
33.0,12.3,3,21,Prepaid,1
46.0,5.4,0,47,Prepaid,0
19.0,10.2,2,4,Postpaid,0
50.0,8.5,4,8,Prepaid,0
25.0,8.2,5,37,Postpaid,1
21.0,13.4,5,35,Prepaid,0
52.0,13.3,0,42,Postpaid,0
27.0,10.7,5,51,Postpaid,0
42.0,14.2,3,55,Prepaid,0
23.0,6.8,4,30,Prepaid,0
56.0,16.1,2,30,Prepaid,0
57.0,10.8,3,55,Postpaid,0
47.0,9.1,1,57,Prepaid,0
61.0,7.2,3,3,Prepaid,0
40.0,10.6,1,30,Prepaid,0
27.0,23.2,2,55,Postpaid,0
25.0,11.6,2,4,Prepaid,0
29.0,5.1,5,58,Postpaid,0
28.0,17.5,3,45,Postpaid,0
34.0,9.2,3,10,Prepaid,1
29.0,13.7,1,38,Postpaid,0
48.0,8.4,2,26,Prepaid,1
25.0,19.7,2,20,Postpaid,0
50.0,8.5,4,37,Postpaid,0
35.0,20.4,1,44,Prepaid,0
53.0,5.7,0,53,Prepaid,0
44.0,10.2,3,25,Postpaid,0
65.0,20.4,4,10,Prepaid,0
40.0,13.0,4,51,Prepaid,0
33.0,25.6,4,20,Postpaid,0
48.0,10.4,2,45,Prepaid,0
52.0,13.5,1,48,Prepaid,0
40.0,23.4,3,4,Prepaid,0
47.0,2.9,0,25,Prepaid,0
42.0,2.2,5,6,Prepaid,0
33.0,7.2,4,36,Prepaid,0
34.0,16.9,3,47,Prepaid,0
65.0,2.3,1,34,Prepaid,1
53.0,15.6,1,20,Postpaid,0
22.0,15.2,5,58,Postpaid,0
68.0,24.1,0,6,Prepaid,0
55.0,18.3,0,9,Prepaid,1
20.0,14.2,2,22,Prepaid,0
55.0,20.2,1,56,Prepaid,0
48.0,15.2,4,53,Postpaid,0
65.0,9.2,0,34,Prepaid,0
43.0,5.1,4,57,Prepaid,0
44.0,8.6,4,54,Postpaid,0
34.0,11.8,1,35,Postpaid,0
34.0,13.1,3,7,Prepaid,0
50.0,0.0,4,54,Postpaid,0
61.0,10.7,5,38,Prepaid,0
64.0,12.2,4,9,Postpaid,0
58.0,15.3,5,50,Prepaid,0
49.0,21.8,0,24,Prepaid,0
44.0,13.1,3,47,Prepaid,0
35.0,6.5,4,16,Prepaid,0
57.0,1.1,1,1,Prepaid,0
34.0,16.1,1,27,Postpaid,0
31.0,6.8,0,27,Prepaid,0
63.0,17.2,5,51,Postpaid,0
48.0,20.4,5,7,Prepaid,0
36.0,2.7,0,54,Postpaid,0
62.0,15.3,1,10,Prepaid,0
68.0,19.8,2,56,Prepaid,0
34.0,18.1,5,42,Prepaid,0
45.0,0.0,4,22,Prepaid,1
43.0,6.9,5,57,Prepaid,0
54.0,4.3,4,22,Postpaid,0
67.0,15.1,3,38,Prepaid,0
46.0,14.5,1,1,Prepaid,1
59.0,0.0,3,7,Prepaid,0
48.0,10.2,2,21,Postpaid,0
64.0,16.8,5,15,Prepaid,0
39.0,12.9,2,14,Prepaid,0
38.0,12.9,4,23,Prepaid,0
39.0,9.8,1,36,Postpaid,0
69.0,5.6,4,8,Postpaid,0
49.0,11.9,2,45,Prepaid,0
25.0,12.3,2,51,Prepaid,0
20.0,15.7,4,50,Prepaid,0
44.0,16.2,2,12,Prepaid,0
59.0,12.5,0,52,Postpaid,0
42.0,18.6,2,8,Postpaid,0
47.0,9.8,5,7,Prepaid,0
59.0,3.3,5,43,Postpaid,0
44.0,14.9,3,45,Prepaid,0
65.0,12.8,3,8,Postpaid,1
51.0,15.0,1,25,Postpaid,0
56.0,4.4,4,25,Postpaid,0
58.0,22.7,3,43,Prepaid,0
50.0,16.3,0,31,Prepaid,0
20.0,10.3,5,36,Prepaid,0
40.0,6.4,5,5,Prepaid,1
25.0,18.5,0,58,Prepaid,0
